insee_code_commune,adedpe202006_nb_classe_ges_c,adedpe202006_nb_classe_ene_c,adedpe202006_nb_classe_ene_e,adedpe202006_nb_classe_ges_d,adedpe202006_nb_classe_ene_b,adedpe202006_nb_classe_ene_d,adedpe202006_nb_classe_ene_nc,adedpe202006_nb_classe_ges_a,adedpe202006_nb_classe_ges_e,adedpe202006_nb_classe_ges_b,bnb_id,adedpe202006_nb_classe_ene_a,adedpe202006_nb_classe_ene_g,adedpe202006_nb_classe_ene_f,adedpe202006_nb_classe_ges_f,adedpe202006_nb_classe_ges_nc,adedpe202006_nb_classe_ges_g,st_x,st_y,geometry
1024,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,01024000AB0102_b748e179cf9521b,0.0,0.0,0.0,0.0,1.0,0.0,5.16045052843299,46.290595453617364,POINT (5.16045052843299 46.29059545361736)
1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AB0112_f4ea50929896f01,0.0,0.0,0.0,1.0,0.0,0.0,5.1620945848748985,46.290778112643956,POINT (5.162094584874898 46.29077811264396)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AB0146_9f6a06b71dbd2d9,0.0,0.0,0.0,0.0,1.0,0.0,5.161664339243293,46.28935992486013,POINT (5.161664339243293 46.28935992486013)
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01024000AB0150_b790475f95e0c34,0.0,0.0,1.0,0.0,0.0,0.0,5.162178822651794,46.28936123886945,POINT (5.162178822651794 46.28936123886945)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AB0188_9531a437bb66062,0.0,0.0,0.0,0.0,1.0,0.0,5.161489207149131,46.288121321216316,POINT (5.161489207149131 46.28812132121632)
1024,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,01024000AB0197_374076e602db741,0.0,0.0,0.0,0.0,0.0,0.0,5.162605420825398,46.28748713837808,POINT (5.162605420825398 46.28748713837808)
1024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AB0235_dbb041227d8fb4f,0.0,0.0,0.0,0.0,0.0,0.0,5.157966,46.2879855,POINT (5.157966 46.2879855)
1024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AB0238_962109865b0a4b7,0.0,0.0,0.0,0.0,0.0,0.0,5.157836664997509,46.28823146098162,POINT (5.157836664997509 46.28823146098162)
1024,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AB0240_eb975da22d450de,0.0,0.0,0.0,0.0,0.0,0.0,5.157648254047132,46.28832255760639,POINT (5.157648254047132 46.28832255760639)
1024,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AB0241_0220da3202bbad6,0.0,0.0,0.0,0.0,0.0,0.0,5.157582530595582,46.28850997702953,POINT (5.157582530595582 46.28850997702953)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AB0256_f3c6d1abf04bd16,0.0,0.0,0.0,0.0,1.0,0.0,5.161235403262099,46.28910594636099,POINT (5.161235403262099 46.28910594636099)
1024,1.0,9.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,01024000AB0263_a54822b56db0a24,0.0,0.0,0.0,0.0,0.0,0.0,5.159370143573817,46.28980741110479,POINT (5.159370143573817 46.28980741110479)
1024,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,01024000AB0276_b9656f89ab81951,2.0,0.0,0.0,0.0,0.0,0.0,5.158991105654452,46.28740017729077,POINT (5.158991105654452 46.28740017729077)
1024,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,01024000AB0280_ca8883878c616c0,0.0,0.0,1.0,0.0,0.0,0.0,5.158502362274543,46.28718092000868,POINT (5.158502362274543 46.28718092000868)
1024,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01024000AB0280_faf4c009f4a8fa4,0.0,0.0,0.0,0.0,0.0,0.0,5.158184199352179,46.28770894508246,POINT (5.158184199352179 46.28770894508246)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AC0025_730a74ef0782b0b,0.0,0.0,0.0,0.0,0.0,0.0,5.157968992896374,46.287273831003,POINT (5.157968992896374 46.287273831003)
1024,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AC0026_95be841cb117893,0.0,0.0,0.0,0.0,0.0,0.0,5.158001115846395,46.2871833780944,POINT (5.158001115846395 46.2871833780944)
1024,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AC0027_adac6f53edfc6d9,0.0,0.0,0.0,0.0,0.0,0.0,5.158027582848248,46.28709315069655,POINT (5.158027582848248 46.28709315069655)
1024,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AC0028_a75202eceedc038,0.0,0.0,0.0,0.0,0.0,0.0,5.158112803393718,46.28693870095668,POINT (5.158112803393718 46.28693870095668)
1024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01024000AC0046_9abb29c1d20a4c1,0.0,0.0,0.0,0.0,0.0,0.0,5.159867254960897,46.28641605755476,POINT (5.159867254960897 46.28641605755476)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AC0051_bb8614b555b856c,0.0,0.0,0.0,0.0,1.0,0.0,5.160571142799543,46.28647540728737,POINT (5.160571142799543 46.28647540728737)
1024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AC0055_c775533eb111614,0.0,0.0,0.0,0.0,0.0,0.0,5.161259289919604,46.28567097690818,POINT (5.161259289919604 46.28567097690818)
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AC0087_7072c0c812ff6b8,0.0,0.0,1.0,0.0,0.0,1.0,5.162832038119247,46.286198106031094,POINT (5.162832038119247 46.28619810603109)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,01024000AC0101_8e73083208782a8,0.0,0.0,0.0,0.0,0.0,0.0,5.164471930835734,46.28669932061051,POINT (5.164471930835734 46.28669932061051)
1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01024000AC0105_355917c0445cf28,0.0,0.0,0.0,0.0,0.0,0.0,5.164376226979968,46.287112367408646,POINT (5.164376226979968 46.28711236740865)
1024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01024000AC0165_99be817c677ec9e,0.0,0.0,0.0,0.0,0.0,0.0,5.1579003939104044,46.28366596577381,POINT (5.157900393910404 46.28366596577381)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AD0016_177050715e70bf7,0.0,0.0,0.0,0.0,0.0,0.0,5.159264936223352,46.28299922897155,POINT (5.159264936223352 46.28299922897155)
1024,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AD0019_b66c0c035d76e23,0.0,0.0,0.0,0.0,0.0,0.0,5.15881937460063,46.28268001156857,POINT (5.15881937460063 46.28268001156857)
1024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01024000AD0020_ea6d1d024a8f3ce,0.0,0.0,0.0,0.0,0.0,0.0,5.159196540121421,46.282616484162816,POINT (5.159196540121421 46.28261648416282)
1024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01024000AD0024_30be2194d7fffdc,0.0,0.0,0.0,0.0,0.0,0.0,5.158586730606646,46.282338741642455,POINT (5.158586730606646 46.28233874164246)
1024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01024000AD0032_214c9c59c7ec46f,0.0,0.0,0.0,0.0,0.0,0.0,5.159902924171343,46.28243472581486,POINT (5.159902924171343 46.28243472581486)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AD0039_af26fcb24908f77,0.0,0.0,0.0,0.0,0.0,0.0,5.160257234582566,46.28331973128542,POINT (5.160257234582566 46.28331973128542)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AD0049_82f5e6a7a6a0a50,0.0,0.0,0.0,0.0,0.0,0.0,5.161045741442061,46.28190540782931,POINT (5.161045741442061 46.28190540782931)
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AD0061_276f0de9955230f,0.0,1.0,0.0,1.0,0.0,0.0,5.162890111026484,46.280041449368184,POINT (5.162890111026484 46.28004144936818)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AD0091_c6531c408e520e7,0.0,0.0,0.0,0.0,0.0,0.0,5.162076935981758,46.282354497196245,POINT (5.162076935981758 46.28235449719624)
1024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AD0097_5d1b6a5114bb95c,0.0,0.0,0.0,0.0,0.0,0.0,5.161717282865855,46.282869732963725,POINT (5.161717282865855 46.28286973296373)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AD0110_ba0ffaf0407f70c,0.0,0.0,0.0,0.0,1.0,0.0,5.161016530509215,46.28430981969671,POINT (5.161016530509215 46.28430981969671)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AD0112_775a88d4c1b2646,0.0,0.0,0.0,0.0,1.0,0.0,5.162033124124819,46.284293767382785,POINT (5.162033124124819 46.28429376738278)
1024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01024000AD0113_0f154e852c4a5cf,0.0,0.0,0.0,0.0,1.0,0.0,5.161496892154217,46.28470386153254,POINT (5.161496892154217 46.28470386153254)
1024,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,01024000AD0165_7347d3f751f8909,0.0,0.0,0.0,3.0,0.0,0.0,5.1631316756110435,46.28182676968229,POINT (5.163131675611043 46.28182676968229)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AD0183_dea77c6d83ff99c,0.0,0.0,0.0,0.0,0.0,0.0,5.16553068855256,46.280130186294826,POINT (5.16553068855256 46.28013018629483)
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01024000AD0217_29a719a92f472a5,1.0,0.0,0.0,0.0,0.0,0.0,5.160885538847794,46.281258645441504,POINT (5.160885538847794 46.2812586454415)
1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AE0011_92b76fff9f1d8dc,0.0,0.0,0.0,0.0,0.0,0.0,5.158228454712629,46.28049912029823,POINT (5.158228454712629 46.28049912029823)
1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AE0013_bc4e175118ba43a,0.0,0.0,0.0,0.0,0.0,0.0,5.158706202254047,46.28044042593589,POINT (5.158706202254047 46.28044042593589)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0036_34636a067c24c6e,0.0,0.0,0.0,0.0,0.0,0.0,5.159177605792201,46.278900347138354,POINT (5.159177605792201 46.27890034713835)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AE0041_0416ee4c658673b,0.0,0.0,0.0,0.0,0.0,0.0,5.160127859843772,46.27897206701857,POINT (5.160127859843772 46.27897206701857)
1024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0053_1e2a2fb57c9d393,0.0,0.0,0.0,0.0,0.0,0.0,5.160694394928195,46.27959429699145,POINT (5.160694394928195 46.27959429699145)
1024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0062_dddf9d14f169a68,0.0,0.0,0.0,0.0,0.0,0.0,5.161508384430429,46.27982663979766,POINT (5.161508384430429 46.27982663979766)
1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0066_88f564f299258a0,0.0,0.0,0.0,1.0,0.0,0.0,5.162245944234985,46.27862167828493,POINT (5.162245944234985 46.27862167828493)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0114_de245e209963456,0.0,0.0,0.0,0.0,0.0,0.0,5.156558778386238,46.27559106245096,POINT (5.156558778386238 46.27559106245096)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0123_3d8e778d9630efc,0.0,0.0,0.0,0.0,0.0,0.0,5.157987991744263,46.27617039062732,POINT (5.157987991744263 46.27617039062732)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0130_d72de66ca5e6c48,0.0,0.0,0.0,0.0,0.0,0.0,5.15809453059478,46.27506749394828,POINT (5.15809453059478 46.27506749394828)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AE0155_34ae3d8f07821e5,0.0,0.0,0.0,0.0,0.0,0.0,5.15948283705768,46.27761853223093,POINT (5.15948283705768 46.27761853223093)
1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01024000AE0164_83943132894c507,0.0,0.0,0.0,0.0,0.0,0.0,5.161443755847089,46.278401662285084,POINT (5.161443755847089 46.27840166228508)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AE0174_e83512fb39ba5a6,0.0,0.0,0.0,0.0,0.0,0.0,5.1600353686587725,46.278706062875244,POINT (5.160035368658773 46.27870606287524)
1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01024000AE0181_2b7c9946d2b1370,0.0,0.0,0.0,0.0,0.0,0.0,5.1591135,46.2779455,POINT (5.1591135 46.2779455)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AE0182_02aa8ded3c15594,0.0,0.0,0.0,0.0,0.0,0.0,5.159225679330179,46.27821399084848,POINT (5.159225679330179 46.27821399084848)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,01024000AE0185_eb40135f5ef66f4,0.0,0.0,0.0,0.0,0.0,0.0,5.1585291578128505,46.27787394334349,POINT (5.15852915781285 46.27787394334349)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AH0010_3958561b28b9741,0.0,0.0,0.0,0.0,0.0,0.0,5.16476970843715,46.27840261836263,POINT (5.16476970843715 46.27840261836263)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AH0033_9c9ba392e247e91,0.0,0.0,0.0,0.0,0.0,0.0,5.165304029638877,46.27935021810699,POINT (5.165304029638877 46.27935021810699)
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AH0087_d8199cd19085dda,0.0,2.0,0.0,0.0,0.0,2.0,5.167570314786475,46.275885977955106,POINT (5.167570314786475 46.27588597795511)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AH0133_9f7c6e1529c2757,0.0,0.0,0.0,1.0,0.0,0.0,5.16706794532744,46.26905509624125,POINT (5.16706794532744 46.26905509624125)
1024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AH0181_58349d57555b520,0.0,0.0,0.0,0.0,0.0,0.0,5.166717468572965,46.2768467599974,POINT (5.166717468572965 46.2768467599974)
1024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,01024000AH0191_6975077ef4cf069,1.0,0.0,0.0,0.0,0.0,0.0,5.1636171399493245,46.27952476182432,POINT (5.163617139949324 46.27952476182432)
1024,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AI0002_5ec8c3b16b497e1,0.0,0.0,1.0,0.0,0.0,0.0,5.170080044945618,46.27112644572988,POINT (5.170080044945618 46.27112644572988)
1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AI0021_f04ce7f0d59208e,0.0,0.0,0.0,0.0,0.0,0.0,5.171930670294468,46.27099864451799,POINT (5.171930670294468 46.27099864451799)
1024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AI0071_4299cae1c94930a,0.0,0.0,0.0,0.0,0.0,0.0,5.173713070083468,46.269910490154736,POINT (5.173713070083468 46.26991049015474)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AI0075_1708d3e76d00c1e,0.0,0.0,0.0,0.0,0.0,0.0,5.174520359847164,46.269859616514374,POINT (5.174520359847164 46.26985961651437)
1024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AI0083_2068f8406d51bed,0.0,0.0,0.0,0.0,0.0,0.0,5.174968817628864,46.26859327587968,POINT (5.174968817628864 46.26859327587968)
1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,01024000AK0018_cfbc8c7122a0cf6,0.0,0.0,0.0,0.0,0.0,0.0,5.17554891103286,46.263471149681635,POINT (5.17554891103286 46.26347114968164)
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AK0024_d5e04cf52ef8862,0.0,0.0,0.0,0.0,0.0,0.0,5.175187092859011,46.26458617435041,POINT (5.175187092859011 46.26458617435041)
1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01024000AK0034_d0b55a320a37b31,0.0,0.0,0.0,1.0,0.0,0.0,5.176179571990234,46.26496819683566,POINT (5.176179571990234 46.26496819683566)
1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01024000AK0036_b40390210860f82,0.0,0.0,0.0,0.0,0.0,0.0,5.176721974162102,46.265316519790986,POINT (5.176721974162102 46.26531651979099)
